Drawing ID,File Name,Category ID,Category Name,PDF Path,Pages,Drawing Type,Source,Status
DR025,E-55946-01-002 sh4 RJY.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\E-55946-01-002 sh4 RJY.pdf,,,,Pending
DR026,E-55946-01-003 sh1 RJY.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\E-55946-01-003 sh1 RJY.pdf,,,,Pending
DR027,L-54725-29-L1-20001-Model.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\L-54725-29-L1-20001-Model.pdf,,,,Pending
DR028,L-54725-29-L1_COMBINE.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\L-54725-29-L1_COMBINE.pdf,,,,Pending
DR029,S-190-1 RJY.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\S-190-1 RJY.pdf,,,,Pending
DR030,SPLITTER CONTROL PANEL KILNS 1-2 RJY.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\SPLITTER CONTROL PANEL KILNS 1-2 RJY.pdf,,,,Pending
DR031,Xerox Scan_10092025083530.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\Xerox Scan_10092025083530.pdf,,,,Pending
DR032,Z-54254-48-COMBINE.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\Z-54254-48-COMBINE.pdf,,,,Pending
DR033,Z-54880-13-XXX.pdf,1,Electrical Engineering,raw_drawings\Electrical Engineering\Z-54880-13-XXX.pdf,,,,Pending
DR034,1-70086-01-192817-10_A_.pdf,2,GPD,raw_drawings\GPD\1-70086-01-192817-10_A_.pdf,,,,Pending
DR035,2-192805_A_ 2.pdf,2,GPD,raw_drawings\GPD\2-192805_A_ 2.pdf,,,,Pending
DR036,2-70086-01-192805_A_ 1.pdf,2,GPD,raw_drawings\GPD\2-70086-01-192805_A_ 1.pdf,,,,Pending
DR037,3-381031_A_.pdf,2,GPD,raw_drawings\GPD\3-381031_A_.pdf,,,,Pending
DR038,3-55400-493057_A_.pdf,2,GPD,raw_drawings\GPD\3-55400-493057_A_.pdf,,,,Pending
DR039,3-70086-01-00325-8_A_ 1.pdf,2,GPD,raw_drawings\GPD\3-70086-01-00325-8_A_ 1.pdf,,,,Pending
DR040,4-55400-4920-211_A_.pdf,2,GPD,raw_drawings\GPD\4-55400-4920-211_A_.pdf,,,,Pending
DR041,5-192788_A_ 2.pdf,2,GPD,raw_drawings\GPD\5-192788_A_ 2.pdf,,,,Pending
DR042,ASD-55333-08-141_0_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\ASD-55333-08-141_0_.pdf,,,,Pending
DR043,ASD-55333-08-142_0_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\ASD-55333-08-142_0_.pdf,,,,Pending
DR044,ASD-55333-08-151_0_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\ASD-55333-08-151_0_.pdf,,,,Pending
DR045,ASD-55333-08-161_0_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\ASD-55333-08-161_0_.pdf,,,,Pending
DR046,ASD-55333-08-171_0_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\ASD-55333-08-171_0_.pdf,,,,Pending
DR047,CL-55027-14-006_C_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\CL-55027-14-006_C_.pdf,,,,Pending
DR048,SD-55767-03-075_0_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-075_0_.pdf,,,,Pending
DR049,SD-55767-03-171_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-171_A_.pdf,,,,Pending
DR050,SD-55767-03-180_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-180_A_.pdf,,,,Pending
DR051,SD-55767-03-318_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-318_A_.pdf,,,,Pending
DR052,SD-55767-03-319_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-319_A_.pdf,,,,Pending
DR053,SD-55767-03-440_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-440_A_.pdf,,,,Pending
DR054,SD-55767-03-441_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-441_A_.pdf,,,,Pending
DR055,SD-55767-03-443_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-443_A_.pdf,,,,Pending
DR056,SD-55767-03-445_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-445_A_.pdf,,,,Pending
DR057,SD-55767-03-447_A_.pdf,3,Pipe Support Engineering,raw_drawings\Pipe Support Engineering\SD-55767-03-447_A_.pdf,,,,Pending
DR058,C-54718-31-007_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-54718-31-007_A_.pdf,,,,Pending
DR059,C-54718-31-009_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-54718-31-009_A_.pdf,,,,Pending
DR060,C-54718-31-010_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-54718-31-010_A_.pdf,,,,Pending
DR061,C-54718-31-011_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-54718-31-011_A_.pdf,,,,Pending
DR062,C-55752-09-011_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55752-09-011_A_.pdf,,,,Pending
DR063,C-55752-09-012_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55752-09-012_A_.pdf,,,,Pending
DR064,C-55752-09-013_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55752-09-013_A_.pdf,,,,Pending
DR065,C-55767-03-010_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55767-03-010_A_.pdf,,,,Pending
DR066,C-55767-03-012_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55767-03-012_A_.pdf,,,,Pending
DR067,C-55767-03-013_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55767-03-013_A_.pdf,,,,Pending
DR068,C-55767-03-014_A_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\C-55767-03-014_A_.pdf,,,,Pending
DR069,PJ-C-54719-13-003_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-003_.pdf,,,,Pending
DR070,PJ-C-54719-13-004_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-004_.pdf,,,,Pending
DR071,PJ-C-54719-13-011_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-011_.pdf,,,,Pending
DR072,PJ-C-54719-13-012_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-012_.pdf,,,,Pending
DR073,PJ-C-54719-13-013_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-013_.pdf,,,,Pending
DR074,PJ-C-54719-13-014_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-014_.pdf,,,,Pending
DR075,PJ-C-54719-13-016_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-016_.pdf,,,,Pending
DR076,PJ-C-54719-13-017_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-017_.pdf,,,,Pending
DR077,PJ-C-54719-13-018_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-018_.pdf,,,,Pending
DR078,PJ-C-54719-13-021_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-021_.pdf,,,,Pending
DR079,PJ-C-54719-13-024_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-024_.pdf,,,,Pending
DR080,PJ-C-54719-13-025_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-025_.pdf,,,,Pending
DR081,PJ-C-54719-13-026_.pdf,4,Piping Engineering,raw_drawings\Piping Engineering\PJ-C-54719-13-026_.pdf,,,,Pending
DR082,U_EPK_232_EXE_EQ_3_A00_018020090_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020090_Commented.pdf,,,,Pending
DR083,U_EPK_232_EXE_EQ_3_A00_018020091_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020091_Commented.PDF,,,,Pending
DR084,U_EPK_232_EXE_EQ_3_A00_018020092_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020092_Commented.PDF,,,,Pending
DR085,U_EPK_232_EXE_EQ_3_A00_018020100_V01_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020100_V01_Commented.pdf,,,,Pending
DR086,U_EPK_232_EXE_EQ_3_A00_018020101_V01_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020101_V01_Commented.PDF,,,,Pending
DR087,U_EPK_232_EXE_EQ_3_A00_018020102_V01_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020102_V01_Commented.PDF,,,,Pending
DR088,U_EPK_232_EXE_EQ_3_A00_018020150_V01_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020150_V01_Commented.pdf,,,,Pending
DR089,U_EPK_232_EXE_EQ_3_A00_018020151_V01_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020151_V01_Commented.PDF,,,,Pending
DR090,U_EPK_232_EXE_EQ_3_A00_018020152_V01_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020152_V01_Commented.PDF,,,,Pending
DR091,U_EPK_232_EXE_EQ_3_A00_018020160_V01.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020160_V01.pdf,,,,Pending
DR092,U_EPK_232_EXE_EQ_3_A00_018020161.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020161.pdf,,,,Pending
DR093,U_EPK_232_EXE_EQ_3_A00_018020162.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020162.pdf,,,,Pending
DR094,U_EPK_232_EXE_EQ_3_A00_018020270_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020270_Commented.pdf,,,,Pending
DR095,U_EPK_232_EXE_EQ_3_A00_018020271_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020271_Commented.PDF,,,,Pending
DR096,U_EPK_232_EXE_EQ_3_A00_018020272_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020272_Commented.PDF,,,,Pending
DR097,U_EPK_232_EXE_EQ_3_A00_018020280_V01_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020280_V01_Commented.pdf,,,,Pending
DR098,U_EPK_232_EXE_EQ_3_A00_018020281_V01_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020281_V01_Commented.PDF,,,,Pending
DR099,U_EPK_232_EXE_EQ_3_A00_018020282_V0_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020282_V0_Commented.PDF,,,,Pending
DR100,U_EPK_232_EXE_EQ_3_A00_018020340_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020340_Commented.pdf,,,,Pending
DR101,U_EPK_232_EXE_EQ_3_A00_018020341_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020341_Commented.PDF,,,,Pending
DR102,U_EPK_232_EXE_EQ_3_A00_018020510_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020510_Commented.pdf,,,,Pending
DR103,U_EPK_232_EXE_EQ_3_A00_018020511_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020511_Commented.PDF,,,,Pending
DR104,U_EPK_232_EXE_EQ_3_A00_018020512_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020512_Commented.PDF,,,,Pending
DR105,U_EPK_232_EXE_EQ_3_A00_018020570_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020570_Commented.pdf,,,,Pending
DR106,U_EPK_232_EXE_EQ_3_A00_018020571_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020571_Commented.PDF,,,,Pending
DR107,U_EPK_232_EXE_EQ_3_A00_018020572_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020572_Commented.PDF,,,,Pending
DR108,U_EPK_232_EXE_EQ_3_A00_018020580_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020580_Commented.pdf,,,,Pending
DR109,U_EPK_232_EXE_EQ_3_A00_018020581_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020581_Commented.PDF,,,,Pending
DR110,U_EPK_232_EXE_EQ_3_A00_018020582_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020582_Commented.PDF,,,,Pending
DR111,U_EPK_232_EXE_EQ_3_A00_018020650_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020650_Commented.pdf,,,,Pending
DR112,U_EPK_232_EXE_EQ_3_A00_018020651_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020651_Commented.PDF,,,,Pending
DR113,U_EPK_232_EXE_EQ_3_A00_018020652_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020652_Commented.PDF,,,,Pending
DR114,U_EPK_232_EXE_EQ_3_A00_018020660_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020660_Commented.pdf,,,,Pending
DR115,U_EPK_232_EXE_EQ_3_A00_018020661_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020661_Commented.PDF,,,,Pending
DR116,U_EPK_232_EXE_EQ_3_A00_018020662_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020662_Commented.PDF,,,,Pending
DR117,U_EPK_232_EXE_EQ_3_A00_018020780_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020780_Commented.pdf,,,,Pending
DR118,U_EPK_232_EXE_EQ_3_A00_018020781_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020781_Commented.PDF,,,,Pending
DR119,U_EPK_232_EXE_EQ_3_A00_018020782_Commented.PDF,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018020782_Commented.PDF,,,,Pending
DR120,U_EPK_232_EXE_EQ_3_A00_018030020_COMMENTED.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030020_COMMENTED.pdf,,,,Pending
DR121,U_EPK_232_EXE_EQ_3_A00_018030021_COMMENTED.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030021_COMMENTED.pdf,,,,Pending
DR122,U_EPK_232_EXE_EQ_3_A00_018030022_COMMENTED.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030022_COMMENTED.pdf,,,,Pending
DR123,U_EPK_232_EXE_EQ_3_A00_018030030_V01-A1.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030030_V01-A1.pdf,,,,Pending
DR124,U_EPK_232_EXE_EQ_3_A00_018030031_V01-A1.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030031_V01-A1.pdf,,,,Pending
DR125,U_EPK_232_EXE_EQ_3_A00_018030032_V01-A1.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030032_V01-A1.pdf,,,,Pending
DR126,U_EPK_232_EXE_EQ_3_A00_018030080_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030080_Commented.pdf,,,,Pending
DR127,U_EPK_232_EXE_EQ_3_A00_018030081_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030081_Commented.pdf,,,,Pending
DR128,U_EPK_232_EXE_EQ_3_A00_018030082_Commented.pdf,5,Plakon,raw_drawings\Plakon\U_EPK_232_EXE_EQ_3_A00_018030082_Commented.pdf,,,,Pending
DR129,D-55905-01-001_A_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\D-55905-01-001_A_.pdf,,,,Pending
DR130,D-55905-01-004_Pre_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\D-55905-01-004_Pre_.pdf,,,,Pending
DR131,G-55905-01-002_Pre_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-55905-01-002_Pre_.pdf,,,,Pending
DR132,G-70086-01-101_A_ca comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-101_A_ca comments.pdf,,,,Pending
DR133,G-70086-01-101_A_VSM.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-101_A_VSM.pdf,,,,Pending
DR134,G-70086-01-101_A_VVB.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-101_A_VVB.pdf,,,,Pending
DR135,G-70086-01-102_A_VSM.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-102_A_VSM.pdf,,,,Pending
DR136,G-70086-01-102_A_VVB.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-102_A_VVB.pdf,,,,Pending
DR137,G-70086-01-103_A_ca comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-103_A_ca comments.pdf,,,,Pending
DR138,G-70086-01-103_A_PD.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-103_A_PD.pdf,,,,Pending
DR139,G-70086-01-103_A_VSM.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-103_A_VSM.pdf,,,,Pending
DR140,G-70086-01-103_A_VVB.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-103_A_VVB.pdf,,,,Pending
DR141,G-70086-01-103_F_ca_mjp.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-103_F_ca_mjp.pdf,,,,Pending
DR142,G-70086-01-104_A_PD.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-104_A_PD.pdf,,,,Pending
DR143,G-70086-01-104_A_VSM.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-104_A_VSM.pdf,,,,Pending
DR144,G-70086-01-104_A_VVB.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-104_A_VVB.pdf,,,,Pending
DR145,G-70086-01-105_A_ca comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-105_A_ca comments.pdf,,,,Pending
DR146,G-70086-01-105_A_PD.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-105_A_PD.pdf,,,,Pending
DR147,G-70086-01-105_A_VSM.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-105_A_VSM.pdf,,,,Pending
DR148,G-70086-01-105_A_VVB.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-105_A_VVB.pdf,,,,Pending
DR149,G-70086-01-105_F_ca_mjp.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-105_F_ca_mjp.pdf,,,,Pending
DR150,G-70086-01-106_A_ca comments.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-106_A_ca comments.pdf,,,,Pending
DR151,G-70086-01-106_F_ca_mjp.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-106_F_ca_mjp.pdf,,,,Pending
DR152,G-70086-01-203_F_ca_mjp.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-203_F_ca_mjp.pdf,,,,Pending
DR153,G-70086-01-205_F_ca_mjp.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-205_F_ca_mjp.pdf,,,,Pending
DR154,G-70086-01-206_F_ca_mjp.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-206_F_ca_mjp.pdf,,,,Pending
DR155,G-70086-01-308_J_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-308_J_.pdf,,,,Pending
DR156,G-70086-01-309_G_.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-309_G_.pdf,,,,Pending
DR157,G-70086-01-314_A_VSM.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-314_A_VSM.pdf,,,,Pending
DR158,G-70086-01-314_A_VVB.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\G-70086-01-314_A_VVB.pdf,,,,Pending
DR159,P26001770.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26001770.pdf,,,,Pending
DR160,P26002047.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002047.pdf,,,,Pending
DR161,P26002048.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002048.pdf,,,,Pending
DR162,P26002049.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002049.pdf,,,,Pending
DR163,P26002051.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002051.pdf,,,,Pending
DR164,P26002052.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002052.pdf,,,,Pending
DR165,P26002054.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002054.pdf,,,,Pending
DR166,P26002151.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002151.pdf,,,,Pending
DR167,P26002152.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002152.pdf,,,,Pending
DR168,P26002154.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002154.pdf,,,,Pending
DR169,P26002229.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002229.pdf,,,,Pending
DR170,P26002230.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\P26002230.pdf,,,,Pending
DR171,S-70086-01-101.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-101.pdf,,,,Pending
DR172,S-70086-01-102.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-102.pdf,,,,Pending
DR173,S-70086-01-103.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-103.pdf,,,,Pending
DR174,S-70086-01-104.pdf,6,Structural & Physical Design,raw_drawings\Structural & Physical Design\S-70086-01-104.pdf,,,,Pending
